Income,Gender,Age,Age Range,Political Affiliation,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education?,What is your race?,What is your marital status?,What would you say is the likelihood that your current job will be entirely performed by robots or computers within the next decade?,"Do you believe that climate change is real and caused by people, real but not caused by people, or not real at all?",How many Transformers movies have you seen?,Do you agree or disagree with the following statement: scientists are generally honest and are serving the public good.,Do you agree or disagree with the following statement: vaccines are safe and protect children from disease.,"How many books, if any, have you read in the past year?",Do you believe in ghosts?,What percentage of the federal budget would you estimate is spent on scientific research?,"Is federal funding of scientific research too high, too low, or about right?",True or false: the earth is always farther away from the sun in the winter than in the summer.,"If you had to choose: would you rather be smart and sad, or dumb and happy?",Do you think it is acceptable or unacceptable to urinate in the shower?,Belief in Flat Earth Theory
,Male,39,35-44,Independent,Strongly disapprove,Graduate degree,Other,Single,Unlikely,Real and Caused by People,,Somewhat Disagree,Somewhat Disagree,1000.0,Yes,90.0,Too High,TRUE,Smart and Sad,Unacceptable,Uncertain
,Male,50,45-54,DK/REF,Somewhat Approve,High school,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Somewhat Agree,0.0,No,20.0,Too High,FALSE,Smart and Sad,Unacceptable,No
,Male,88,65+,Independent,Neither approve nor disapprove,College degree,White,Married,Likely,Real but not Caused by People,0.0,Strongly Agree,Strongly Agree,0.0,No,,About Right,TRUE,Smart and Sad,Unacceptable,No
,Male,31,25-34,Republican,Somewhat Approve,College degree,Asian,In a relationship,Unlikely,Real but not Caused by People,1.0,Somewhat Agree,Strongly Agree,4.0,No,1.0,Too Low,FALSE,Dumb and happy,Acceptable,No
,Male,45,45-54,DK/REF,Neither approve nor disapprove,High school,Black,Single,Unlikely,DK/REF,0.0,DK/REF,Strongly Agree,0.0,No,20.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
,Other,30,25-34,Democrat,Strongly Approve,High school,Black,Single,Unlikely,DK/REF,,Strongly Agree,Strongly Agree,2.0,Yes,,Too High,DK/REF,Dumb and happy,Unacceptable,No
,Female,64,55-64,DK/REF,DK/REF,High school,White,Married,Unlikely,DK/REF,0.0,Somewhat Agree,Strongly Agree,20.0,No,,DK/REF,TRUE,Smart and Sad,Unacceptable,No
,Female,32,25-34,DK/REF,DK/REF,Some college,White,Single,Unlikely,DK/REF,,DK/REF,Somewhat Agree,30.0,No,,DK/REF,TRUE,Smart and Sad,Acceptable,Uncertain
,Female,42,35-44,Independent,Strongly Approve,College degree,White,In a relationship,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Somewhat Agree,3.0,No,20.0,About Right,TRUE,Dumb and happy,Unacceptable,No
,Male,70,65+,Independent,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,0.0,Somewhat Agree,Strongly Agree,4.0,No,20.0,About Right,FALSE,Dumb and happy,Unacceptable,No
,Female,69,65+,Democrat,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,0.0,No,5.0,Too Low,TRUE,Smart and Sad,Unacceptable,No
,Male,51,45-54,Independent,Strongly Approve,Some college,White,Married,Unlikely,Real but not Caused by People,4.0,Somewhat Agree,Strongly Agree,0.0,Yes,4.0,About Right,TRUE,Smart and Sad,Acceptable,No
,Male,64,55-64,Independent,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,0.0,Strongly Disagree,Neither Agree nor Disagree,3.0,Yes,20.0,Too High,TRUE,Smart and Sad,Acceptable,No
,Female,49,45-54,DK/REF,DK/REF,Graduate degree,Black,Divorced,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Somewhat Disagree,3.0,No,30.0,About Right,TRUE,Dumb and happy,Unacceptable,Uncertain
,Female,34,25-34,Democrat,Strongly disapprove,College degree,Black,Single,Unlikely,Real and Caused by People,3.0,Somewhat Disagree,Somewhat Agree,8.0,Yes,20.0,Too High,TRUE,Dumb and happy,Unacceptable,No
,Female,50,45-54,Republican,Neither approve nor disapprove,College degree,White,Married,Unlikely,Not Real At All,,Somewhat Agree,Somewhat Agree,50.0,No,8.0,DK/REF,FALSE,Smart and Sad,Acceptable,No
,Female,65,65+,Independent,Strongly Approve,Graduate degree,White,Widowed,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Somewhat Agree,5.0,No,10.0,Too Low,TRUE,Smart and Sad,Acceptable,No
,Male,74,65+,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,20.0,No,5.0,Too Low,TRUE,Smart and Sad,Acceptable,No
,Male,49,45-54,Republican,Strongly Approve,Some college,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Somewhat Agree,1.0,No,10.0,About Right,TRUE,Dumb and happy,Acceptable,No
,Female,25,25-34,Republican,Strongly disapprove,Some college,Latino,Single,Unlikely,Not Real At All,5.0,Somewhat Disagree,Somewhat Disagree,0.0,Yes,70.0,Too High,TRUE,Dumb and happy,Acceptable,Uncertain
,Female,22,18-24,DK/REF,Strongly disapprove,Graduate degree,Latino,Single,Likely,Real and Caused by People,0.0,Somewhat Disagree,Strongly Disagree,40.0,No,50.0,About Right,FALSE,Smart and Sad,Unacceptable,Yes
,Female,67,65+,Democrat,Somewhat disapprove,High school,Black,Widowed,Likely,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,50.0,No,10.0,About Right,FALSE,Dumb and happy,Unacceptable,No
,Male,25,25-34,Democrat,Strongly disapprove,College degree,White,Single,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,5.0,No,5.5,Too Low,TRUE,Smart and Sad,Acceptable,No
,Male,76,65+,Independent,Strongly disapprove,Other,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,0.0,No,0.0,Too Low,TRUE,Smart and Sad,Unacceptable,No
,Male,30,25-34,Independent,Somewhat Approve,Some college,White,Married,Unlikely,Real and Caused by People,3.0,Somewhat Agree,Strongly Agree,0.0,No,35.0,About Right,FALSE,Dumb and happy,Acceptable,No
,Male,21,18-24,Independent,Somewhat disapprove,College degree,Black,In a relationship,Unlikely,Real and Caused by People,2.0,Somewhat Disagree,Strongly Agree,60.0,No,17.0,Too Low,TRUE,Smart and Sad,Unacceptable,No
,Female,38,35-44,Republican,Strongly Approve,College degree,Black,Single,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,13.0,No,2.0,About Right,TRUE,Smart and Sad,Unacceptable,No
100000.0,Female,59,55-64,Republican,Somewhat Approve,Graduate degree,White,Married,Unlikely,Real and Caused by People,1.0,Somewhat Disagree,Strongly Agree,3.0,Yes,10.0,About Right,FALSE,Dumb and happy,Unacceptable,No
,Male,52,45-54,Republican,Strongly Approve,High school,White,In a relationship,Unlikely,Not Real At All,3.0,Strongly Disagree,Strongly Agree,25.0,Yes,6.0,About Right,TRUE,Smart and Sad,Unacceptable,No
,Female,21,18-24,Democrat,Strongly disapprove,Some college,Latino,Single,Likely,Real and Caused by People,2.0,Neither Agree nor Disagree,Neither Agree nor Disagree,0.0,No,,About Right,FALSE,Dumb and happy,Acceptable,Uncertain
,Male,38,35-44,Democrat,Strongly disapprove,College degree,Latino,Single,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,0.0,No,1.0,Too Low,TRUE,Smart and Sad,Acceptable,No
,Male,53,45-54,Independent,Somewhat Approve,Some college,White,Married,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,3.0,No,5.0,Too Low,FALSE,Smart and Sad,Acceptable,No
,Female,51,45-54,Independent,Somewhat disapprove,College degree,White,In a relationship,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,2.0,No,10.0,About Right,FALSE,Dumb and happy,Acceptable,No
,Male,45,45-54,Independent,Neither approve nor disapprove,Some college,White,Single,Unlikely,Not Real At All,0.0,Neither Agree nor Disagree,Strongly Agree,28.0,No,20.0,Too High,TRUE,Dumb and happy,Unacceptable,No
,Female,40,35-44,Democrat,Somewhat disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,5.0,No,5.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
,Male,70,65+,Independent,Strongly disapprove,College degree,Black,Married,Unlikely,Real and Caused by People,3.0,Somewhat Agree,Somewhat Disagree,1.0,No,30.0,About Right,TRUE,Smart and Sad,Unacceptable,Uncertain
,Male,58,55-64,Democrat,Strongly disapprove,Graduate degree,White,Single,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,3.0,No,5.0,Too Low,FALSE,Smart and Sad,DK/REF,No
,Female,42,35-44,Independent,Somewhat disapprove,College degree,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,5.0,No,10.0,Too Low,TRUE,Dumb and happy,DK/REF,No
,Female,36,35-44,Democrat,Strongly disapprove,Graduate degree,Latino,In a relationship,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Somewhat Agree,3.0,Yes,18.0,Too High,FALSE,Smart and Sad,Acceptable,No
,Female,40,35-44,Independent,DK/REF,College degree,White,Married,DK/REF,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,100.0,No,1.0,DK/REF,TRUE,Dumb and happy,Unacceptable,No
,Female,24,18-24,Independent,DK/REF,College degree,White,In a relationship,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,10.0,Yes,10.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
,Male,75,65+,Democrat,Strongly disapprove,College degree,Black,Widowed,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,6.0,No,6.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
,Female,68,65+,Republican,Somewhat Approve,Some college,White,Widowed,Likely,Real but not Caused by People,0.0,Somewhat Agree,Strongly Disagree,250.0,No,20.0,About Right,TRUE,Dumb and happy,Unacceptable,Yes
132000.0,Male,57,55-64,Independent,Strongly Approve,College degree,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Strongly Agree,4.0,No,30.0,About Right,FALSE,Dumb and happy,Unacceptable,No
48000.0,Male,64,55-64,Republican,Strongly Approve,Graduate degree,Asian,Married,Unlikely,Not Real At All,3.0,Somewhat Agree,Somewhat Agree,0.0,Yes,2.0,About Right,FALSE,Smart and Sad,Acceptable,No
92000.0,Female,56,55-64,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,12.0,Yes,20.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
25000.0,Female,33,25-34,Democrat,Somewhat disapprove,Graduate degree,Black,Single,Unlikely,Real but not Caused by People,1.0,Neither Agree nor Disagree,Strongly Agree,12.0,No,30.0,About Right,TRUE,Dumb and happy,Acceptable,Uncertain
22000.0,Female,40,35-44,DK/REF,Somewhat Approve,Some college,White,Married,Unlikely,DK/REF,5.0,Strongly Agree,Strongly Agree,5.0,Yes,50.0,Too Low,TRUE,Dumb and happy,Acceptable,No
57000.0,Female,57,55-64,Republican,Strongly Approve,Some college,White,Married,Unlikely,Real but not Caused by People,1.0,Somewhat Agree,Strongly Agree,56.0,Yes,,Too High,FALSE,Dumb and happy,Acceptable,Uncertain
170000.0,Male,63,55-64,Independent,Somewhat disapprove,College degree,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Disagree,Somewhat Agree,3.0,No,5.0,About Right,TRUE,Smart and Sad,Acceptable,No
92000.0,Female,57,55-64,Independent,Somewhat Approve,Some college,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,52.0,No,30.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
91000.0,Female,48,45-54,Independent,Somewhat Approve,College degree,White,Divorced,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,12.0,Yes,10.0,About Right,FALSE,Smart and Sad,Acceptable,No
10000.0,Female,55,55-64,Independent,Neither approve nor disapprove,College degree,DK/REF,Married,Unlikely,Real and Caused by People,4.0,Somewhat Agree,Somewhat Agree,6.0,No,5.0,Too Low,TRUE,DK/REF,Unacceptable,No
48000.0,Female,60,55-64,Independent,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,0.0,Somewhat Agree,Strongly Agree,40.0,Yes,30.0,Too High,TRUE,Smart and Sad,Unacceptable,Yes
105000.0,Female,59,55-64,Independent,Strongly Approve,High school,White,Divorced,Likely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,0.0,Yes,4.0,About Right,TRUE,Dumb and happy,Unacceptable,No
52000.0,Male,51,45-54,Democrat,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,4.0,Yes,4.0,Too Low,TRUE,Smart and Sad,DK/REF,No
90000.0,Female,64,55-64,Republican,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,3.0,Yes,,Too Low,TRUE,Smart and Sad,Unacceptable,No
39000.0,Female,75,65+,Democrat,Strongly disapprove,High school,Black,Divorced,DK/REF,Real and Caused by People,0.0,Strongly Disagree,Strongly Disagree,0.0,No,,Too High,TRUE,Dumb and happy,Unacceptable,Yes
120000.0,Male,53,45-54,Democrat,Strongly disapprove,High school,White,Married,Likely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,2.0,Yes,1.0,About Right,TRUE,Dumb and happy,Acceptable,No
34000.0,Female,65,65+,DK/REF,Strongly Approve,High school,White,Single,Unlikely,Real but not Caused by People,1.0,Somewhat Disagree,DK/REF,0.0,No,60.0,Too High,TRUE,Dumb and happy,Unacceptable,No
180000.0,Female,40,35-44,Republican,Strongly Approve,College degree,White,Married,Likely,Not Real At All,0.0,Somewhat Disagree,Somewhat Agree,0.0,No,30.0,Too High,TRUE,Smart and Sad,Unacceptable,No
150000.0,Male,45,45-54,Republican,Somewhat Approve,College degree,Black,Married,Unlikely,Not Real At All,0.0,Somewhat Disagree,Strongly Agree,0.0,No,,DK/REF,TRUE,Dumb and happy,Acceptable,No
164000.0,Female,26,25-34,Democrat,Strongly disapprove,High school,White,Single,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,15.0,No,40.0,Too Low,FALSE,Smart and Sad,Acceptable,No
83000.0,Male,64,55-64,Independent,Somewhat Approve,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,4.0,No,5.0,About Right,TRUE,Dumb and happy,Unacceptable,No
386000.0,Other,36,35-44,Independent,Strongly Approve,Graduate degree,Black,Married,Unlikely,Not Real At All,0.0,Somewhat Disagree,Strongly Agree,5.0,DK/REF,11.0,DK/REF,FALSE,Dumb and happy,Unacceptable,No
79000.0,Male,60,55-64,Independent,Strongly disapprove,Some college,White,Married,Unlikely,Real and Caused by People,5.0,Strongly Agree,Somewhat Agree,3.0,Yes,15.0,About Right,TRUE,Dumb and happy,Unacceptable,No
32000.0,Male,64,55-64,Independent,Strongly disapprove,College degree,White,Separated,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,6.0,No,,Too Low,FALSE,DK/REF,DK/REF,Uncertain
327000.0,Female,55,55-64,Independent,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,2.0,No,5.0,Too Low,TRUE,Smart and Sad,Unacceptable,No
62000.0,Female,62,55-64,Republican,Strongly Approve,College degree,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Disagree,Strongly Agree,5.0,No,40.0,Too Low,TRUE,Smart and Sad,Unacceptable,Uncertain
180000.0,Female,64,55-64,Republican,Somewhat Approve,Some college,White,Widowed,Unlikely,Real but not Caused by People,0.0,DK/REF,Strongly Agree,1.0,Yes,5.0,About Right,TRUE,Dumb and happy,Acceptable,No
70000.0,Female,49,45-54,Independent,Strongly disapprove,Some college,Black,In a relationship,Unlikely,Real but not Caused by People,4.0,Strongly Agree,Strongly Agree,0.0,Yes,85.0,About Right,TRUE,Dumb and happy,Acceptable,No
103000.0,Female,58,55-64,Republican,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,0.0,Somewhat Disagree,Strongly Disagree,50.0,Yes,5.0,About Right,TRUE,Smart and Sad,Acceptable,Yes
20000.0,Female,60,55-64,DK/REF,Strongly Approve,High school,Other,Married,Likely,Real and Caused by People,4.0,Somewhat Agree,Strongly Agree,0.0,Yes,,About Right,TRUE,Dumb and happy,DK/REF,No
57000.0,Male,47,45-54,Independent,Somewhat Approve,Graduate degree,White,Single,Likely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,5.0,No,3.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
90000.0,Female,55,55-64,DK/REF,DK/REF,DK/REF,White,Married,Unlikely,DK/REF,2.0,Somewhat Disagree,Somewhat Disagree,8.0,No,,DK/REF,DK/REF,Dumb and happy,DK/REF,Uncertain
78000.0,Female,58,55-64,DK/REF,Strongly disapprove,Other,DK/REF,Married,Unlikely,Real and Caused by People,3.0,Strongly Disagree,Somewhat Agree,120.0,No,5.0,Too Low,FALSE,Smart and Sad,Acceptable,No
132000.0,Female,61,55-64,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Somewhat Agree,6.0,No,10.0,Too Low,FALSE,DK/REF,DK/REF,No
73000.0,Male,61,55-64,Republican,Neither approve nor disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,20.0,No,15.0,Too High,FALSE,Smart and Sad,Unacceptable,No
42000.0,Female,57,55-64,Republican,Somewhat Approve,Graduate degree,White,Married,DK/REF,Not Real At All,0.0,Somewhat Agree,Strongly Agree,30.0,Yes,2.0,About Right,TRUE,Dumb and happy,DK/REF,No
21000.0,Female,69,65+,Democrat,Strongly disapprove,High school,Black,Separated,Likely,Real but not Caused by People,0.0,Somewhat Disagree,Somewhat Disagree,2.0,No,5.0,About Right,FALSE,Dumb and happy,Unacceptable,No
163000.0,Male,58,55-64,Independent,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,DK/REF,12.0,No,10.0,Too Low,TRUE,Smart and Sad,Unacceptable,No
25000.0,Female,63,55-64,Independent,Strongly Approve,High school,White,Divorced,Unlikely,DK/REF,2.0,Strongly Agree,Strongly Agree,4.0,Yes,,DK/REF,DK/REF,Smart and Sad,Acceptable,Uncertain
92000.0,Female,66,65+,Republican,Strongly Approve,High school,White,In a relationship,Likely,Not Real At All,,Strongly Disagree,Strongly Disagree,2.0,Yes,,Too High,TRUE,Dumb and happy,Unacceptable,Yes
88000.0,Female,44,35-44,Independent,Strongly disapprove,High school,White,Married,Unlikely,Real but not Caused by People,5.0,Strongly Agree,Strongly Agree,0.0,Yes,90.0,Too Low,TRUE,Dumb and happy,Unacceptable,Yes
22000.0,Male,70,65+,Independent,Somewhat Approve,Graduate degree,White,In a relationship,Unlikely,Not Real At All,0.0,Strongly Agree,Strongly Agree,6.0,No,50.0,About Right,TRUE,Smart and Sad,Unacceptable,No
43000.0,Male,63,55-64,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Somewhat Disagree,5.0,No,5.0,About Right,FALSE,Dumb and happy,Unacceptable,No
90000.0,Male,60,55-64,Republican,Strongly Approve,College degree,DK/REF,Married,Unlikely,Not Real At All,2.0,Strongly Disagree,Somewhat Agree,15.0,No,,About Right,TRUE,Smart and Sad,DK/REF,No
47000.0,Female,60,55-64,Independent,Strongly disapprove,High school,White,Single,Unlikely,Real and Caused by People,2.0,Somewhat Disagree,Strongly Agree,6.0,Yes,30.0,Too Low,FALSE,Dumb and happy,Unacceptable,Uncertain
120000.0,Male,52,45-54,Independent,Somewhat Approve,Graduate degree,DK/REF,Married,Unlikely,Real but not Caused by People,3.0,Strongly Disagree,Somewhat Agree,8.0,No,,DK/REF,TRUE,Smart and Sad,Unacceptable,No
10000.0,Female,38,35-44,Independent,Strongly Approve,High school,Other,Married,DK/REF,Real and Caused by People,0.0,Somewhat Disagree,Strongly Agree,4.0,Yes,,Too Low,TRUE,Dumb and happy,Unacceptable,No
10000.0,Female,61,55-64,Independent,Strongly disapprove,Some college,White,In a relationship,Likely,Real and Caused by People,4.0,Somewhat Disagree,Strongly Disagree,10.0,Yes,,Too High,FALSE,Dumb and happy,Unacceptable,Yes
55000.0,Female,62,55-64,Independent,Strongly Approve,High school,White,Married,Likely,Real and Caused by People,4.0,Somewhat Agree,Somewhat Agree,10.0,DK/REF,,About Right,TRUE,DK/REF,Unacceptable,No
113000.0,Male,40,35-44,Independent,Strongly Approve,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,0.0,No,5.0,About Right,FALSE,Dumb and happy,Unacceptable,No
137000.0,Female,40,35-44,Republican,Strongly Approve,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Disagree,Strongly Agree,15.0,Yes,35.0,About Right,FALSE,Smart and Sad,Unacceptable,Uncertain
9000.0,Female,61,55-64,Republican,Somewhat Approve,College degree,White,Married,Unlikely,Real but not Caused by People,3.0,Somewhat Agree,Strongly Agree,25.0,Yes,15.0,Too Low,TRUE,Smart and Sad,Acceptable,No
37000.0,Female,68,65+,Democrat,Strongly disapprove,High school,White,Widowed,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,1.0,No,,About Right,TRUE,Dumb and happy,Unacceptable,Uncertain
39000.0,Female,32,25-34,Democrat,Strongly disapprove,Some college,White,Married,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Strongly Agree,30.0,No,1.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
13000.0,Female,55,55-64,Republican,Strongly Approve,Some college,White,Married,Unlikely,Real but not Caused by People,2.0,Somewhat Agree,Somewhat Agree,0.0,Yes,20.0,About Right,TRUE,Dumb and happy,Unacceptable,No
47000.0,Female,58,55-64,Republican,Somewhat Approve,High school,Black,Married,Likely,Real and Caused by People,0.0,Somewhat Disagree,Somewhat Disagree,0.0,No,75.0,About Right,TRUE,Dumb and happy,Unacceptable,No
72000.0,Male,60,55-64,Independent,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,1.0,Somewhat Disagree,Somewhat Agree,40.0,No,5.0,About Right,FALSE,Smart and Sad,DK/REF,No
37000.0,Male,58,55-64,Independent,Strongly Approve,College degree,White,Married,Likely,Not Real At All,3.0,Somewhat Agree,Strongly Agree,60.0,Yes,10.0,About Right,TRUE,Dumb and happy,Unacceptable,No
69000.0,Male,55,55-64,Independent,Strongly Approve,Some college,Other,Widowed,Unlikely,Not Real At All,4.0,Strongly Disagree,DK/REF,7.0,No,12.0,Too High,TRUE,Smart and Sad,Acceptable,No
208000.0,Male,55,55-64,Independent,Strongly Approve,Graduate degree,Latino,Single,Unlikely,Not Real At All,4.0,Somewhat Disagree,Strongly Agree,10.0,No,10.0,About Right,TRUE,Dumb and happy,Acceptable,No
75000.0,Female,59,55-64,Republican,Strongly Approve,Some college,White,Married,Unlikely,Real and Caused by People,4.0,Strongly Agree,Strongly Agree,5.0,Yes,,About Right,TRUE,Smart and Sad,Unacceptable,Uncertain
30000.0,Female,57,55-64,DK/REF,Somewhat disapprove,College degree,White,Divorced,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,17.0,No,35.0,Too Low,TRUE,Smart and Sad,Acceptable,No
23000.0,Male,62,55-64,Democrat,Strongly disapprove,High school,Black,Divorced,Likely,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,5.0,No,70.0,About Right,FALSE,Dumb and happy,Unacceptable,No
8000.0,Male,34,25-34,Independent,Strongly disapprove,Some college,White,Single,DK/REF,Real and Caused by People,0.0,Strongly Disagree,Strongly Agree,3.0,No,15.0,Too Low,TRUE,Dumb and happy,Acceptable,No
114000.0,Male,40,35-44,Republican,Somewhat Approve,Graduate degree,White,Married,Unlikely,Real but not Caused by People,0.0,Strongly Agree,Strongly Agree,150.0,No,1.0,About Right,FALSE,Smart and Sad,Unacceptable,No
112000.0,Female,33,25-34,Democrat,Strongly disapprove,High school,Black,Single,DK/REF,DK/REF,,DK/REF,DK/REF,0.0,Yes,,DK/REF,DK/REF,Dumb and happy,Unacceptable,Uncertain
129000.0,Female,45,45-54,Democrat,Strongly disapprove,Some college,Latino,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,6.0,Yes,10.0,About Right,TRUE,DK/REF,Unacceptable,No
94000.0,Male,51,45-54,Democrat,Strongly disapprove,High school,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,10.0,No,5.0,Too Low,TRUE,Smart and Sad,Acceptable,No
129000.0,Male,63,55-64,Republican,Strongly Approve,Graduate degree,White,Widowed,Unlikely,DK/REF,0.0,Strongly Agree,Somewhat Disagree,10.0,No,,DK/REF,FALSE,Dumb and happy,Acceptable,No
177000.0,Male,63,55-64,Republican,Strongly Approve,Some college,White,Divorced,Unlikely,Not Real At All,0.0,Strongly Disagree,Strongly Agree,2.0,Yes,3.0,About Right,TRUE,Dumb and happy,Unacceptable,No
30000.0,Female,62,55-64,DK/REF,Strongly disapprove,Some college,White,Married,DK/REF,Real and Caused by People,0.0,Strongly Disagree,Strongly Disagree,100.0,Yes,2.0,Too High,FALSE,Smart and Sad,Acceptable,Yes
12000.0,Male,35,35-44,DK/REF,Somewhat Approve,College degree,White,Divorced,Likely,Real and Caused by People,2.0,Neither Agree nor Disagree,Somewhat Agree,4.0,No,40.0,Too Low,TRUE,Dumb and happy,Unacceptable,Uncertain
135000.0,Male,57,55-64,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,3.0,No,5.0,Too Low,TRUE,Smart and Sad,DK/REF,No
87000.0,Male,50,45-54,Independent,Somewhat Approve,High school,Black,Married,Unlikely,Not Real At All,1.0,Somewhat Agree,Somewhat Disagree,6.0,Yes,10.0,Too Low,TRUE,Dumb and happy,Acceptable,No
52000.0,Male,65,65+,Independent,Somewhat disapprove,College degree,White,Widowed,Unlikely,Real and Caused by People,0.0,Strongly Agree,DK/REF,2.0,No,,Too Low,TRUE,Smart and Sad,Unacceptable,Uncertain
86000.0,Male,55,55-64,DK/REF,Strongly disapprove,High school,White,Single,DK/REF,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,10.0,No,2.0,Too Low,TRUE,Smart and Sad,Acceptable,No
93000.0,Female,51,45-54,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,5.0,Strongly Agree,Strongly Agree,3.0,Yes,20.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
183000.0,Female,80,65+,Democrat,Strongly disapprove,College degree,White,Widowed,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,10.0,No,,About Right,FALSE,Smart and Sad,Unacceptable,Uncertain
169000.0,Female,61,55-64,Independent,Strongly Approve,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Somewhat Agree,5.0,No,20.0,About Right,TRUE,DK/REF,Acceptable,No
13000.0,Other,22,18-24,DK/REF,DK/REF,College degree,DK/REF,Married,Unlikely,Real and Caused by People,5.0,Strongly Agree,Somewhat Agree,6.0,Yes,2.0,About Right,TRUE,Dumb and happy,Acceptable,No
102000.0,Female,61,55-64,Democrat,Strongly disapprove,Graduate degree,White,Single,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,8.0,Yes,20.0,About Right,FALSE,Smart and Sad,Unacceptable,No
71000.0,Male,60,55-64,Independent,Neither approve nor disapprove,Some college,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,4.0,No,,Too Low,FALSE,Dumb and happy,Acceptable,No
