Income,Gender,Age,Age Range,Political Affiliation,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education?,What is your race?,What is your marital status?,What would you say is the likelihood that your current job will be entirely performed by robots or computers within the next decade?,"Do you believe that climate change is real and caused by people, real but not caused by people, or not real at all?",How many Transformers movies have you seen?,Do you agree or disagree with the following statement: scientists are generally honest and are serving the public good.,Do you agree or disagree with the following statement: vaccines are safe and protect children from disease.,"How many books, if any, have you read in the past year?",Do you believe in ghosts?,What percentage of the federal budget would you estimate is spent on scientific research?,"Is federal funding of scientific research too high, too low, or about right?",True or false: the earth is always farther away from the sun in the winter than in the summer.,"If you had to choose: would you rather be smart and sad, or dumb and happy?",Do you think it is acceptable or unacceptable to urinate in the shower?,Belief in Flat Earth Theory
,Female,97,65+,Independent,Somewhat Approve,College degree,White,Widowed,Unlikely,DK/REF,,Somewhat Disagree,DK/REF,5.0,No,10.0,DK/REF,TRUE,DK/REF,Unacceptable,No
,Female,35,35-44,DK/REF,DK/REF,College degree,Asian,Single,Likely,Real and Caused by People,2.0,Strongly Agree,Somewhat Agree,7.0,No,,About Right,FALSE,Dumb and happy,Acceptable,No
,Female,40,35-44,Democrat,Strongly disapprove,Some college,Asian,Married,Unlikely,Real and Caused by People,4.0,Somewhat Agree,Strongly Agree,0.0,Yes,10.0,About Right,FALSE,Smart and Sad,Unacceptable,No
,Male,28,25-34,Independent,Somewhat Approve,Some college,Other,In a relationship,Unlikely,Real and Caused by People,5.0,Somewhat Agree,Somewhat Agree,30.0,No,5.0,About Right,TRUE,Dumb and happy,Unacceptable,No
,Male,50,45-54,DK/REF,DK/REF,College degree,DK/REF,Single,Unlikely,Real and Caused by People,3.0,Strongly Disagree,DK/REF,7.0,No,,Too High,DK/REF,Smart and Sad,DK/REF,Uncertain
,Male,29,25-34,DK/REF,Neither approve nor disapprove,Some college,Latino,Single,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Strongly Agree,3.0,No,5.0,Too Low,FALSE,Smart and Sad,Acceptable,No
,Male,27,25-34,Independent,Strongly disapprove,College degree,Other,Married,Unlikely,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,3.0,No,1.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
106000.0,Male,50,45-54,Independent,DK/REF,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,4.0,DK/REF,5.0,Too Low,TRUE,Dumb and happy,DK/REF,No
,Male,20,18-24,Democrat,Strongly disapprove,Some college,White,Single,Unlikely,Real and Caused by People,3.0,Somewhat Agree,Somewhat Agree,7.0,No,5.0,Too Low,TRUE,Smart and Sad,Acceptable,No
,Male,34,25-34,Democrat,Somewhat disapprove,Some college,Black,In a relationship,Unlikely,Real and Caused by People,3.0,Somewhat Disagree,Strongly Agree,60.0,Yes,20.0,About Right,FALSE,Dumb and happy,Unacceptable,No
,Other,34,25-34,Independent,Somewhat Approve,College degree,White,DK/REF,Likely,Real but not Caused by People,2.0,Somewhat Agree,Strongly Agree,18.0,No,1.0,Too High,FALSE,Smart and Sad,Acceptable,No
,Male,34,25-34,Democrat,Strongly Approve,High school,White,Single,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Strongly Agree,1.0,Yes,3.0,Too Low,FALSE,Smart and Sad,Acceptable,No
,Male,33,25-34,DK/REF,Neither approve nor disapprove,Graduate degree,Black,Single,Unlikely,DK/REF,3.0,Somewhat Disagree,Neither Agree nor Disagree,4.0,No,6.0,Too Low,DK/REF,Dumb and happy,Acceptable,No
,Female,36,35-44,DK/REF,DK/REF,College degree,White,Married,Unlikely,DK/REF,2.0,Strongly Agree,Somewhat Agree,50.0,Yes,,About Right,TRUE,Smart and Sad,Unacceptable,Uncertain
,Male,74,65+,DK/REF,Strongly Approve,High school,White,Married,Unlikely,Real but not Caused by People,,Somewhat Agree,Strongly Agree,,No,,Too High,DK/REF,Dumb and happy,DK/REF,No
,Other,21,18-24,DK/REF,Strongly Approve,Other,Black,Single,Likely,Real and Caused by People,3.0,Strongly Disagree,Somewhat Disagree,,No,6.0,Too High,FALSE,Dumb and happy,Acceptable,No
,Male,29,25-34,Republican,Somewhat disapprove,College degree,White,Married,Unlikely,Real and Caused by People,2.0,Strongly Agree,Somewhat Agree,0.0,Yes,50.0,Too Low,TRUE,Dumb and happy,Acceptable,Uncertain
,Female,37,35-44,Independent,Strongly Approve,High school,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Disagree,Strongly Disagree,0.0,No,,Too High,FALSE,Dumb and happy,Acceptable,Yes
,Female,79,65+,Independent,Somewhat disapprove,High school,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,35.0,No,10.0,DK/REF,FALSE,DK/REF,DK/REF,No
,Male,23,18-24,Independent,Strongly disapprove,Graduate degree,Latino,Single,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,5.0,No,0.05,Too Low,TRUE,Dumb and happy,Acceptable,No
,Male,77,65+,Democrat,Strongly disapprove,College degree,Black,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,10.0,Yes,35.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
,Male,36,35-44,Republican,Strongly Approve,Some college,Latino,Married,Unlikely,Real but not Caused by People,4.0,Strongly Agree,Strongly Agree,10.0,No,20.0,About Right,FALSE,DK/REF,Acceptable,No
,Male,69,65+,Republican,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,0.0,Strongly Disagree,DK/REF,3.0,DK/REF,5.0,About Right,TRUE,Dumb and happy,Acceptable,No
,Female,20,18-24,Democrat,Strongly disapprove,High school,White,Single,Likely,Real and Caused by People,4.0,Strongly Agree,Strongly Agree,100.0,No,20.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
,Male,34,25-34,Independent,Strongly disapprove,Some college,Black,Married,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,0.0,No,5.0,Too Low,TRUE,Dumb and happy,Acceptable,No
,Male,23,18-24,Independent,Neither approve nor disapprove,Some college,White,Single,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Strongly Agree,9.0,No,,About Right,FALSE,Dumb and happy,Unacceptable,No
,Male,51,45-54,Independent,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,6.0,No,1.0,About Right,FALSE,Smart and Sad,Acceptable,No
,Female,68,65+,Republican,Strongly Approve,High school,White,Married,Likely,DK/REF,0.0,Somewhat Disagree,Somewhat Disagree,4.0,Yes,,Too High,DK/REF,Dumb and happy,Unacceptable,Uncertain
,Female,68,65+,Democrat,Strongly disapprove,College degree,White,Divorced,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,300.0,No,3.0,Too Low,FALSE,Smart and Sad,DK/REF,No
,Female,44,35-44,Democrat,Strongly disapprove,High school,Black,Single,Likely,Real and Caused by People,4.0,Strongly Agree,Somewhat Agree,12.0,Yes,,About Right,TRUE,Dumb and happy,Unacceptable,No
,Female,19,18-24,DK/REF,DK/REF,College degree,White,Single,Likely,DK/REF,0.0,Strongly Disagree,DK/REF,9.0,No,,DK/REF,FALSE,Dumb and happy,DK/REF,No
,Male,20,18-24,Republican,Somewhat Approve,Some college,White,Single,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,12.0,No,1.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
,Female,31,25-34,DK/REF,DK/REF,Some college,Black,In a relationship,Unlikely,Real but not Caused by People,,DK/REF,Strongly Agree,0.0,Yes,,DK/REF,TRUE,DK/REF,DK/REF,Uncertain
,Female,67,65+,Republican,Strongly Approve,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,150.0,No,,DK/REF,FALSE,Smart and Sad,DK/REF,No
127000.0,Female,85,65+,DK/REF,Somewhat Approve,DK/REF,White,Married,DK/REF,DK/REF,0.0,Somewhat Agree,Somewhat Agree,0.0,Yes,,About Right,TRUE,DK/REF,Unacceptable,Uncertain
24000.0,Female,28,25-34,Independent,Somewhat Approve,College degree,White,Single,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,0.0,Yes,50.0,About Right,TRUE,Dumb and happy,Unacceptable,No
8000.0,Female,50,45-54,Republican,Strongly Approve,High school,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,6.0,Yes,,About Right,TRUE,Dumb and happy,DK/REF,No
60000.0,Male,39,35-44,Democrat,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,25.0,No,,Too Low,TRUE,Smart and Sad,DK/REF,Uncertain
167000.0,Female,34,25-34,Independent,Strongly disapprove,Some college,White,Married,Unlikely,DK/REF,1.0,Somewhat Agree,Strongly Agree,36.0,No,,Too Low,TRUE,Dumb and happy,Acceptable,Uncertain
43000.0,Male,50,45-54,Independent,DK/REF,High school,White,Married,Likely,Real and Caused by People,5.0,Somewhat Disagree,Strongly Disagree,2.0,No,,DK/REF,TRUE,Dumb and happy,Acceptable,Yes
121000.0,Female,49,45-54,Democrat,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,12.0,Yes,8.0,DK/REF,FALSE,Dumb and happy,Unacceptable,No
74000.0,Female,42,35-44,Democrat,Strongly disapprove,Some college,White,Married,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,3.0,No,,Too Low,TRUE,Smart and Sad,Acceptable,Uncertain
101000.0,Female,42,35-44,Democrat,Strongly disapprove,Graduate degree,DK/REF,Married,Likely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,2.0,Yes,,About Right,FALSE,Smart and Sad,Unacceptable,No
360000.0,Female,65,65+,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,DK/REF,12.0,DK/REF,5.0,Too Low,TRUE,Smart and Sad,Acceptable,No
30000.0,Female,49,45-54,Democrat,Strongly disapprove,College degree,White,Widowed,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Disagree,50.0,Yes,1.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
80000.0,Male,50,45-54,Republican,Somewhat Approve,College degree,White,Married,Unlikely,Real and Caused by People,5.0,Somewhat Agree,Strongly Agree,4.0,No,1.0,About Right,FALSE,Dumb and happy,Acceptable,No
72000.0,Other,70,65+,Independent,Somewhat Approve,Graduate degree,DK/REF,DK/REF,Unlikely,Not Real At All,0.0,Strongly Agree,Strongly Disagree,25.0,Yes,0.0,About Right,TRUE,Smart and Sad,Unacceptable,Yes
81000.0,Female,27,25-34,DK/REF,Strongly disapprove,Graduate degree,Latino,In a relationship,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,27.0,Yes,7.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
54000.0,Female,54,45-54,Republican,Strongly Approve,Some college,White,Married,Likely,Real but not Caused by People,0.0,DK/REF,DK/REF,20.0,No,,DK/REF,DK/REF,Dumb and happy,Unacceptable,No
23000.0,Male,73,65+,Independent,Somewhat disapprove,High school,Asian,Married,Unlikely,Not Real At All,0.0,Strongly Disagree,Strongly Agree,3.0,No,,Too High,TRUE,Smart and Sad,Unacceptable,No
44000.0,Female,44,35-44,DK/REF,DK/REF,Some college,White,Widowed,Unlikely,Real and Caused by People,4.0,Somewhat Disagree,Somewhat Agree,6.0,Yes,75.0,Too Low,TRUE,Smart and Sad,Acceptable,Uncertain
159000.0,Female,45,45-54,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,18.0,No,5.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
163000.0,Male,45,45-54,DK/REF,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,12.0,No,2.0,Too Low,TRUE,Dumb and happy,DK/REF,No
44000.0,Female,80,65+,Democrat,Strongly disapprove,High school,White,Married,Likely,Real and Caused by People,0.0,Somewhat Agree,Somewhat Agree,20.0,Yes,50.0,Too Low,TRUE,Smart and Sad,Acceptable,No
47000.0,Female,45,45-54,Democrat,Strongly disapprove,Other,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,20.0,Yes,5.0,Too Low,DK/REF,Smart and Sad,Acceptable,No
124000.0,Female,80,65+,Independent,Strongly disapprove,College degree,White,Widowed,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,20.0,No,,About Right,TRUE,Smart and Sad,Unacceptable,Uncertain
97000.0,Other,32,25-34,Independent,Strongly disapprove,High school,Latino,Single,Likely,Real and Caused by People,0.0,Somewhat Agree,Somewhat Agree,3.0,No,,DK/REF,TRUE,Dumb and happy,Acceptable,Uncertain
220000.0,Male,45,45-54,Democrat,Strongly disapprove,College degree,Latino,In a relationship,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,6.0,Yes,1.0,Too Low,TRUE,Smart and Sad,Acceptable,No
,Female,24,18-24,Independent,Strongly disapprove,Some college,White,In a relationship,Unlikely,Real but not Caused by People,0.0,Somewhat Disagree,Somewhat Agree,30.0,Yes,30.0,DK/REF,FALSE,Smart and Sad,Acceptable,Uncertain
,Male,54,45-54,Republican,Strongly Approve,Graduate degree,White,Single,Unlikely,Real but not Caused by People,5.0,Strongly Disagree,Strongly Agree,3.0,Yes,2.0,DK/REF,FALSE,Dumb and happy,Acceptable,No
,Female,43,35-44,Independent,Strongly disapprove,High school,White,Widowed,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,0.0,No,,Too Low,TRUE,Smart and Sad,Acceptable,No
,Female,43,35-44,Democrat,Strongly disapprove,College degree,White,Single,Unlikely,Real and Caused by People,,Strongly Agree,Somewhat Agree,7.0,No,,About Right,FALSE,Smart and Sad,Acceptable,Uncertain
,Female,31,25-34,Democrat,Strongly disapprove,College degree,Black,Married,Unlikely,Real and Caused by People,5.0,Strongly Agree,Somewhat Disagree,4.0,No,,Too High,FALSE,Smart and Sad,Acceptable,Uncertain
,Male,31,25-34,DK/REF,DK/REF,College degree,Latino,Married,Unlikely,Real and Caused by People,4.0,Somewhat Agree,Strongly Agree,20.0,No,,Too Low,FALSE,DK/REF,Unacceptable,Uncertain
,Female,71,65+,Republican,Strongly Approve,College degree,White,Married,Unlikely,Real but not Caused by People,1.0,Somewhat Agree,Strongly Agree,10.0,No,60.0,About Right,TRUE,Dumb and happy,Acceptable,Uncertain
,Male,40,35-44,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real but not Caused by People,4.0,Somewhat Agree,Strongly Agree,6.0,No,2.0,Too Low,TRUE,Smart and Sad,Acceptable,No
,Male,28,25-34,Republican,Neither approve nor disapprove,College degree,White,Married,Unlikely,Real but not Caused by People,2.0,Somewhat Agree,Somewhat Agree,1.0,No,1.0,Too Low,FALSE,Dumb and happy,Acceptable,No
,Male,47,45-54,Independent,Somewhat disapprove,High school,Black,Single,Unlikely,Real and Caused by People,1.0,Neither Agree nor Disagree,Somewhat Disagree,3.0,No,,Too High,TRUE,DK/REF,Unacceptable,Uncertain
,Male,22,18-24,Democrat,Somewhat Approve,Graduate degree,Black,In a relationship,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Strongly Agree,20.0,No,25.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
,Male,71,65+,Democrat,Somewhat disapprove,High school,Black,Single,Likely,Real and Caused by People,2.0,Somewhat Disagree,Strongly Agree,9.0,No,50.0,Too High,TRUE,Dumb and happy,Acceptable,Uncertain
,Male,77,65+,Republican,DK/REF,Some college,White,Divorced,Unlikely,DK/REF,1.0,DK/REF,DK/REF,30.0,No,10.0,Too Low,FALSE,Smart and Sad,Acceptable,No
16000.0,Female,68,65+,Democrat,DK/REF,College degree,Latino,Married,Unlikely,Real and Caused by People,0.0,DK/REF,DK/REF,2.0,No,70.0,DK/REF,DK/REF,Dumb and happy,Unacceptable,No
,Female,46,45-54,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Somewhat Agree,0.0,No,20.0,About Right,TRUE,Dumb and happy,Unacceptable,No
,Female,25,25-34,Democrat,Strongly disapprove,Graduate degree,DK/REF,Single,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,8.0,Yes,15.0,Too Low,FALSE,Dumb and happy,Acceptable,No
,Female,46,45-54,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,DK/REF,3.0,Somewhat Agree,Strongly Agree,4.0,Yes,5.0,Too Low,TRUE,Dumb and happy,Acceptable,No
,Male,50,45-54,Independent,Strongly disapprove,Graduate degree,Black,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Somewhat Agree,10.0,No,5.0,About Right,TRUE,Dumb and happy,Acceptable,No
,Female,25,25-34,Independent,Strongly disapprove,College degree,Black,Single,Unlikely,Real and Caused by People,0.0,Strongly Disagree,Strongly Disagree,10.0,Yes,35.0,DK/REF,TRUE,Smart and Sad,Acceptable,Yes
,Female,29,25-34,Democrat,Strongly disapprove,High school,White,In a relationship,Unlikely,Real and Caused by People,,Strongly Agree,Somewhat Disagree,25.0,Yes,,Too High,TRUE,Smart and Sad,Unacceptable,Uncertain
,Male,20,18-24,Republican,Strongly Approve,Some college,White,Single,Unlikely,Real but not Caused by People,4.0,Strongly Disagree,Strongly Agree,20.0,No,20.0,Too High,TRUE,Smart and Sad,Acceptable,No
,Male,40,35-44,DK/REF,DK/REF,Some college,Latino,Married,Unlikely,Real and Caused by People,2.0,Somewhat Agree,Strongly Agree,,Yes,1.0,Too Low,FALSE,Smart and Sad,Acceptable,No
,Male,32,25-34,Independent,Strongly disapprove,College degree,White,Single,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,20.0,No,45.0,Too Low,TRUE,Dumb and happy,Acceptable,Uncertain
,Female,54,45-54,Republican,Somewhat Approve,Some college,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Strongly Agree,10.0,Yes,5.0,DK/REF,TRUE,Smart and Sad,Unacceptable,No
,Male,35,35-44,Republican,Strongly disapprove,High school,DK/REF,In a relationship,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,2.0,No,20.0,About Right,TRUE,Dumb and happy,Unacceptable,No
,Female,19,18-24,Democrat,Strongly disapprove,Some college,White,Single,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,4.0,No,20.0,Too Low,FALSE,Dumb and happy,Acceptable,No
,Female,67,65+,Democrat,Strongly disapprove,Some college,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,20.0,Yes,20.0,Too Low,DK/REF,DK/REF,DK/REF,No
,Male,35,35-44,Independent,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,10.0,No,1.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
,Female,42,35-44,Republican,Strongly disapprove,Some college,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,3.0,Yes,15.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
,Male,91,65+,Democrat,DK/REF,High school,Black,Widowed,DK/REF,Real but not Caused by People,,DK/REF,DK/REF,1.0,No,,DK/REF,TRUE,DK/REF,DK/REF,Uncertain
,Female,21,18-24,Republican,Strongly Approve,Some college,White,In a relationship,Unlikely,Not Real At All,5.0,Somewhat Agree,Strongly Agree,4.0,Yes,10.0,Too Low,TRUE,Dumb and happy,Acceptable,No
,Female,67,65+,Republican,Strongly Approve,High school,White,Widowed,Unlikely,Real and Caused by People,2.0,Strongly Disagree,Strongly Agree,15.0,Yes,,Too Low,FALSE,Dumb and happy,Acceptable,Uncertain
,Male,32,25-34,DK/REF,Strongly disapprove,Some college,Black,Single,Unlikely,Real and Caused by People,5.0,Strongly Agree,Strongly Agree,5.0,No,10.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
,Male,30,25-34,Independent,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,10.0,No,10.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
,Female,71,65+,Democrat,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,40.0,No,5.0,Too Low,TRUE,Smart and Sad,Unacceptable,No
,Male,73,65+,Independent,Somewhat Approve,Graduate degree,White,Married,Unlikely,Real but not Caused by People,0.0,Somewhat Agree,Strongly Agree,3.0,No,5.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
,Female,38,35-44,Republican,Somewhat Approve,College degree,White,Divorced,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,20.0,No,10.0,About Right,FALSE,Dumb and happy,Unacceptable,No
,Female,30,25-34,Democrat,Somewhat disapprove,Some college,White,Married,Unlikely,Not Real At All,3.0,Somewhat Agree,Strongly Agree,15.0,No,,About Right,TRUE,Dumb and happy,Unacceptable,Uncertain
,Male,20,18-24,DK/REF,DK/REF,Some college,White,In a relationship,Unlikely,Real but not Caused by People,5.0,Neither Agree nor Disagree,Neither Agree nor Disagree,5.0,No,10.0,About Right,FALSE,Dumb and happy,Acceptable,No
,Female,45,45-54,Independent,Strongly disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,10.0,DK/REF,5.0,DK/REF,FALSE,DK/REF,Unacceptable,No
,Female,75,65+,Republican,DK/REF,High school,White,Widowed,Likely,Real and Caused by People,0.0,Somewhat Disagree,Strongly Agree,100.0,Yes,,Too High,TRUE,Dumb and happy,Unacceptable,No
,Female,48,45-54,Democrat,Strongly disapprove,Other,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,15.0,No,10.0,Too Low,FALSE,Smart and Sad,DK/REF,No
,Male,21,18-24,DK/REF,DK/REF,Some college,White,In a relationship,Unlikely,Real and Caused by People,4.0,Somewhat Agree,Strongly Agree,0.0,No,70.0,Too Low,FALSE,Dumb and happy,Acceptable,Uncertain
,Male,46,45-54,Independent,Somewhat disapprove,High school,Latino,Other,Unlikely,Real and Caused by People,4.0,Strongly Agree,Somewhat Disagree,,Yes,,DK/REF,TRUE,Dumb and happy,Unacceptable,No
,Other,92,65+,Independent,Somewhat disapprove,High school,Asian,Divorced,Likely,Real and Caused by People,3.0,Strongly Agree,Strongly Agree,0.0,Yes,95.0,Too Low,TRUE,Dumb and happy,Acceptable,No
,Male,71,65+,Republican,Somewhat Approve,College degree,White,Widowed,Unlikely,Real and Caused by People,,Strongly Disagree,Somewhat Agree,2.0,Yes,5.0,Too High,FALSE,DK/REF,Unacceptable,No
,Female,36,35-44,DK/REF,Somewhat Approve,High school,White,Divorced,Unlikely,Real and Caused by People,1.0,Somewhat Agree,Strongly Agree,200.0,Yes,45.0,Too Low,TRUE,Smart and Sad,Unacceptable,Uncertain
,Female,30,25-34,Democrat,Strongly disapprove,High school,White,Single,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,15.0,Yes,,Too Low,TRUE,Smart and Sad,Unacceptable,Uncertain
,Male,36,35-44,Republican,Strongly Approve,College degree,White,Married,Unlikely,Real but not Caused by People,2.0,Somewhat Disagree,Strongly Agree,6.0,No,2.0,About Right,FALSE,Dumb and happy,Acceptable,No
,Male,48,45-54,DK/REF,Strongly disapprove,College degree,DK/REF,Single,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Disagree,90.0,No,,Too High,FALSE,Smart and Sad,Unacceptable,Yes
,Male,43,35-44,Independent,Strongly Approve,High school,White,Married,Likely,Real and Caused by People,5.0,Somewhat Disagree,Somewhat Agree,0.0,Yes,3.0,Too Low,TRUE,Dumb and happy,Acceptable,No
,Male,27,25-34,Republican,Strongly Approve,High school,White,Married,Unlikely,Real and Caused by People,4.0,Strongly Disagree,Somewhat Disagree,4.0,Yes,20.0,Too High,TRUE,Dumb and happy,Acceptable,No
,Female,36,35-44,Democrat,Strongly disapprove,Graduate degree,White,Divorced,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,40.0,Yes,5.0,Too Low,FALSE,Smart and Sad,Acceptable,No
390000.0,Male,48,45-54,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,5.0,Yes,3.0,Too Low,FALSE,Smart and Sad,Unacceptable,No
170000.0,Male,46,45-54,Democrat,Somewhat disapprove,Graduate degree,White,Married,Unlikely,Real and Caused by People,1.0,Strongly Agree,Strongly Agree,6.0,No,0.0,Too Low,FALSE,Dumb and happy,Acceptable,No
92000.0,Male,99,65+,Republican,Somewhat Approve,College degree,DK/REF,Married,Unlikely,Real and Caused by People,3.0,Somewhat Agree,Strongly Agree,15.0,No,10.0,About Right,TRUE,Dumb and happy,DK/REF,No
223000.0,Female,84,65+,Independent,DK/REF,Graduate degree,Black,Married,DK/REF,DK/REF,0.0,Somewhat Agree,Strongly Agree,10.0,No,,About Right,TRUE,Smart and Sad,DK/REF,No
102000.0,Male,37,35-44,Independent,Neither approve nor disapprove,High school,Other,Married,Likely,Real and Caused by People,3.0,Somewhat Disagree,Strongly Disagree,0.0,Yes,,DK/REF,TRUE,Dumb and happy,Unacceptable,Yes
68000.0,Male,44,35-44,Republican,Strongly Approve,Some college,White,Single,Unlikely,Real and Caused by People,0.0,Strongly Agree,Strongly Agree,10.0,No,,DK/REF,TRUE,Dumb and happy,Unacceptable,Uncertain
160000.0,Male,65,65+,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Strongly Agree,Somewhat Agree,0.0,No,,About Right,DK/REF,DK/REF,Unacceptable,No
70000.0,Female,38,35-44,Independent,Strongly disapprove,High school,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Disagree,Strongly Agree,30.0,No,5.0,Too Low,FALSE,Dumb and happy,Unacceptable,No
56000.0,Male,68,65+,Independent,Strongly disapprove,College degree,DK/REF,In a relationship,Unlikely,Real and Caused by People,2.0,Strongly Agree,Strongly Agree,15.0,DK/REF,10.0,Too Low,FALSE,DK/REF,DK/REF,No
38000.0,Male,51,45-54,Republican,Strongly Approve,College degree,White,Married,Unlikely,Not Real At All,0.0,Strongly Disagree,Somewhat Agree,8.0,No,0.0,Too Low,TRUE,Dumb and happy,Unacceptable,No
64000.0,Male,54,45-54,Democrat,Strongly Approve,Some college,White,Married,Unlikely,Not Real At All,0.0,Strongly Disagree,Strongly Agree,0.0,No,5.0,Too High,FALSE,Dumb and happy,Acceptable,No
124000.0,Female,37,35-44,Republican,Strongly Approve,Graduate degree,White,In a relationship,Unlikely,Real but not Caused by People,1.0,Strongly Disagree,Strongly Agree,16.0,Yes,33.0,About Right,FALSE,Smart and Sad,Unacceptable,No
7000.0,Female,66,65+,Democrat,Strongly disapprove,College degree,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Agree,Strongly Agree,50.0,Yes,25.0,Too Low,FALSE,Dumb and happy,Acceptable,No
43000.0,Female,65,65+,Independent,Strongly Approve,Some college,Black,Widowed,Likely,Real and Caused by People,0.0,Somewhat Disagree,Somewhat Agree,100.0,No,50.0,About Right,FALSE,Dumb and happy,Acceptable,Uncertain
12000.0,Other,72,65+,Republican,DK/REF,Some college,White,Married,Unlikely,Real and Caused by People,0.0,Somewhat Disagree,Strongly Agree,52.0,Yes,10.0,Too Low,TRUE,Dumb and happy,Acceptable,No
34000.0,Male,65,65+,Democrat,Somewhat disapprove,Some college,White,Divorced,Unlikely,Real and Caused by People,0.0,Somewhat Disagree,DK/REF,10.0,Yes,,Too High,TRUE,Dumb and happy,Unacceptable,Uncertain
